,Show,EpId,ClipId,filename,Interjection,um_label_1
17219,StutteringIsCool,47,26,StutteringIsCool_47_26.wav,2,1
17222,StutteringIsCool,47,29,StutteringIsCool_47_29.wav,3,1
17223,StutteringIsCool,47,30,StutteringIsCool_47_30.wav,3,1
17224,StutteringIsCool,47,31,StutteringIsCool_47_31.wav,3,1
17228,StutteringIsCool,47,35,StutteringIsCool_47_35.wav,3,1
17229,StutteringIsCool,47,36,StutteringIsCool_47_36.wav,1,
17231,StutteringIsCool,47,38,StutteringIsCool_47_38.wav,1,1
17247,StutteringIsCool,48,14,StutteringIsCool_48_14.wav,1,
17254,StutteringIsCool,48,21,StutteringIsCool_48_21.wav,2,1
17255,StutteringIsCool,48,22,StutteringIsCool_48_22.wav,3,
17258,StutteringIsCool,48,25,StutteringIsCool_48_25.wav,1,
17259,StutteringIsCool,48,26,StutteringIsCool_48_26.wav,3,1
17260,StutteringIsCool,48,27,StutteringIsCool_48_27.wav,1,1
17262,StutteringIsCool,48,29,StutteringIsCool_48_29.wav,3,1
17263,StutteringIsCool,48,30,StutteringIsCool_48_30.wav,1,
17264,StutteringIsCool,48,31,StutteringIsCool_48_31.wav,3,1
17270,StutteringIsCool,48,37,StutteringIsCool_48_37.wav,1,
17274,StutteringIsCool,49,1,StutteringIsCool_49_1.wav,1,
17275,StutteringIsCool,49,2,StutteringIsCool_49_2.wav,1,
17277,StutteringIsCool,49,4,StutteringIsCool_49_4.wav,2,1
17298,StutteringIsCool,49,25,StutteringIsCool_49_25.wav,2,1
17303,StutteringIsCool,49,30,StutteringIsCool_49_30.wav,2,
17306,StutteringIsCool,49,33,StutteringIsCool_49_33.wav,1,1
17312,StutteringIsCool,49,39,StutteringIsCool_49_39.wav,2,1
17319,StutteringIsCool,50,6,StutteringIsCool_50_6.wav,1,
17321,StutteringIsCool,50,8,StutteringIsCool_50_8.wav,3,
17323,StutteringIsCool,50,10,StutteringIsCool_50_10.wav,3,1
17324,StutteringIsCool,50,11,StutteringIsCool_50_11.wav,2,1
17326,StutteringIsCool,50,13,StutteringIsCool_50_13.wav,3,1
17328,StutteringIsCool,50,15,StutteringIsCool_50_15.wav,2,1
17329,StutteringIsCool,50,16,StutteringIsCool_50_16.wav,3,1
17331,StutteringIsCool,50,18,StutteringIsCool_50_18.wav,1,
17334,StutteringIsCool,50,21,StutteringIsCool_50_21.wav,1,
17339,StutteringIsCool,50,26,StutteringIsCool_50_26.wav,1,
17340,StutteringIsCool,50,27,StutteringIsCool_50_27.wav,2,1
17343,StutteringIsCool,50,30,StutteringIsCool_50_30.wav,1,
17350,StutteringIsCool,50,37,StutteringIsCool_50_37.wav,3,1
17354,StutteringIsCool,51,1,StutteringIsCool_51_1.wav,2,1
17355,StutteringIsCool,51,2,StutteringIsCool_51_2.wav,2,1
17356,StutteringIsCool,51,3,StutteringIsCool_51_3.wav,1,
17360,StutteringIsCool,51,7,StutteringIsCool_51_7.wav,2,1
17366,StutteringIsCool,51,13,StutteringIsCool_51_13.wav,3,
17369,StutteringIsCool,51,16,StutteringIsCool_51_16.wav,2,1
17378,StutteringIsCool,51,25,StutteringIsCool_51_25.wav,3,1
17379,StutteringIsCool,51,26,StutteringIsCool_51_26.wav,3,1
17381,StutteringIsCool,51,28,StutteringIsCool_51_28.wav,1,
17382,StutteringIsCool,51,29,StutteringIsCool_51_29.wav,1,
17384,StutteringIsCool,51,31,StutteringIsCool_51_31.wav,3,1
17400,StutteringIsCool,52,7,StutteringIsCool_52_7.wav,3,
17406,StutteringIsCool,52,13,StutteringIsCool_52_13.wav,1,
17408,StutteringIsCool,52,15,StutteringIsCool_52_15.wav,3,
17410,StutteringIsCool,52,17,StutteringIsCool_52_17.wav,1,
17412,StutteringIsCool,52,19,StutteringIsCool_52_19.wav,1,
17413,StutteringIsCool,52,20,StutteringIsCool_52_20.wav,2,
17414,StutteringIsCool,52,21,StutteringIsCool_52_21.wav,2,
17419,StutteringIsCool,52,26,StutteringIsCool_52_26.wav,1,
17424,StutteringIsCool,52,31,StutteringIsCool_52_31.wav,3,1
17427,StutteringIsCool,52,34,StutteringIsCool_52_34.wav,1,1
17429,StutteringIsCool,52,36,StutteringIsCool_52_36.wav,1,
17432,StutteringIsCool,52,39,StutteringIsCool_52_39.wav,3,1
17444,StutteringIsCool,53,11,StutteringIsCool_53_11.wav,1,
17447,StutteringIsCool,53,14,StutteringIsCool_53_14.wav,1,
17450,StutteringIsCool,53,17,StutteringIsCool_53_17.wav,1,
17454,StutteringIsCool,53,21,StutteringIsCool_53_21.wav,1,
17473,StutteringIsCool,54,0,StutteringIsCool_54_0.wav,1,1
17475,StutteringIsCool,54,2,StutteringIsCool_54_2.wav,3,1
17476,StutteringIsCool,54,3,StutteringIsCool_54_3.wav,3,1
17477,StutteringIsCool,54,4,StutteringIsCool_54_4.wav,3,1
17480,StutteringIsCool,54,7,StutteringIsCool_54_7.wav,3,1
17485,StutteringIsCool,54,12,StutteringIsCool_54_12.wav,3,1
17486,StutteringIsCool,54,13,StutteringIsCool_54_13.wav,2,1
17489,StutteringIsCool,54,16,StutteringIsCool_54_16.wav,3,1
17490,StutteringIsCool,54,17,StutteringIsCool_54_17.wav,1,
17495,StutteringIsCool,54,22,StutteringIsCool_54_22.wav,3,1
17496,StutteringIsCool,54,23,StutteringIsCool_54_23.wav,1,1
17498,StutteringIsCool,54,25,StutteringIsCool_54_25.wav,2,
17499,StutteringIsCool,54,26,StutteringIsCool_54_26.wav,3,
17503,StutteringIsCool,54,30,StutteringIsCool_54_30.wav,3,1
17505,StutteringIsCool,54,32,StutteringIsCool_54_32.wav,1,
17508,StutteringIsCool,54,35,StutteringIsCool_54_35.wav,3,1
17509,StutteringIsCool,54,36,StutteringIsCool_54_36.wav,2,
17513,StutteringIsCool,55,0,StutteringIsCool_55_0.wav,3,1
17514,StutteringIsCool,55,1,StutteringIsCool_55_1.wav,2,1
17516,StutteringIsCool,55,3,StutteringIsCool_55_3.wav,3,1
17517,StutteringIsCool,55,4,StutteringIsCool_55_4.wav,2,1
17519,StutteringIsCool,55,6,StutteringIsCool_55_6.wav,2,1
17522,StutteringIsCool,55,9,StutteringIsCool_55_9.wav,1,1
17526,StutteringIsCool,55,13,StutteringIsCool_55_13.wav,1,1
17527,StutteringIsCool,55,14,StutteringIsCool_55_14.wav,1,1
17528,StutteringIsCool,55,15,StutteringIsCool_55_15.wav,3,1
17531,StutteringIsCool,55,18,StutteringIsCool_55_18.wav,1,
17533,StutteringIsCool,55,20,StutteringIsCool_55_20.wav,1,1
17534,StutteringIsCool,55,21,StutteringIsCool_55_21.wav,1,
17537,StutteringIsCool,55,24,StutteringIsCool_55_24.wav,3,1
17538,StutteringIsCool,55,25,StutteringIsCool_55_25.wav,1,1
17543,StutteringIsCool,55,30,StutteringIsCool_55_30.wav,2,1
17545,StutteringIsCool,55,32,StutteringIsCool_55_32.wav,2,1
17547,StutteringIsCool,55,34,StutteringIsCool_55_34.wav,2,
17550,StutteringIsCool,55,37,StutteringIsCool_55_37.wav,2,1
17551,StutteringIsCool,55,38,StutteringIsCool_55_38.wav,1,1
17556,StutteringIsCool,56,3,StutteringIsCool_56_3.wav,1,
17559,StutteringIsCool,56,6,StutteringIsCool_56_6.wav,2,
17561,StutteringIsCool,56,8,StutteringIsCool_56_8.wav,1,
17563,StutteringIsCool,56,10,StutteringIsCool_56_10.wav,1,
17564,StutteringIsCool,56,11,StutteringIsCool_56_11.wav,3,1
17566,StutteringIsCool,56,13,StutteringIsCool_56_13.wav,2,
17567,StutteringIsCool,56,14,StutteringIsCool_56_14.wav,1,
17571,StutteringIsCool,56,18,StutteringIsCool_56_18.wav,2,1
17583,StutteringIsCool,56,30,StutteringIsCool_56_30.wav,3,
17587,StutteringIsCool,56,34,StutteringIsCool_56_34.wav,3,
17588,StutteringIsCool,56,35,StutteringIsCool_56_35.wav,2,
17601,StutteringIsCool,57,8,StutteringIsCool_57_8.wav,3,1
17614,StutteringIsCool,57,21,StutteringIsCool_57_21.wav,1,1
17615,StutteringIsCool,57,22,StutteringIsCool_57_22.wav,1,
17618,StutteringIsCool,57,25,StutteringIsCool_57_25.wav,2,1
17621,StutteringIsCool,57,28,StutteringIsCool_57_28.wav,1,
17628,StutteringIsCool,57,35,StutteringIsCool_57_35.wav,2,1
17633,StutteringIsCool,58,0,StutteringIsCool_58_0.wav,3,1
17638,StutteringIsCool,58,5,StutteringIsCool_58_5.wav,2,1
17640,StutteringIsCool,58,7,StutteringIsCool_58_7.wav,1,1
17641,StutteringIsCool,58,8,StutteringIsCool_58_8.wav,2,
17642,StutteringIsCool,58,9,StutteringIsCool_58_9.wav,1,
17643,StutteringIsCool,58,10,StutteringIsCool_58_10.wav,3,1
17645,StutteringIsCool,58,12,StutteringIsCool_58_12.wav,2,1
17646,StutteringIsCool,58,13,StutteringIsCool_58_13.wav,3,1
17647,StutteringIsCool,58,14,StutteringIsCool_58_14.wav,3,
17648,StutteringIsCool,58,15,StutteringIsCool_58_15.wav,2,1
17652,StutteringIsCool,58,19,StutteringIsCool_58_19.wav,2,1
17656,StutteringIsCool,58,23,StutteringIsCool_58_23.wav,3,1
17662,StutteringIsCool,58,29,StutteringIsCool_58_29.wav,1,
17665,StutteringIsCool,58,32,StutteringIsCool_58_32.wav,2,1
17671,StutteringIsCool,58,38,StutteringIsCool_58_38.wav,3,1
17673,StutteringIsCool,59,0,StutteringIsCool_59_0.wav,1,
17678,StutteringIsCool,59,5,StutteringIsCool_59_5.wav,1,
17685,StutteringIsCool,59,12,StutteringIsCool_59_12.wav,1,1
17687,StutteringIsCool,59,14,StutteringIsCool_59_14.wav,2,1
17690,StutteringIsCool,59,17,StutteringIsCool_59_17.wav,3,1
17692,StutteringIsCool,59,19,StutteringIsCool_59_19.wav,2,1
17694,StutteringIsCool,59,21,StutteringIsCool_59_21.wav,2,1
17700,StutteringIsCool,59,27,StutteringIsCool_59_27.wav,2,1
17704,StutteringIsCool,59,31,StutteringIsCool_59_31.wav,2,
17708,StutteringIsCool,59,35,StutteringIsCool_59_35.wav,2,
17712,StutteringIsCool,59,39,StutteringIsCool_59_39.wav,3,
17714,StutteringIsCool,60,1,StutteringIsCool_60_1.wav,2,1
17715,StutteringIsCool,60,2,StutteringIsCool_60_2.wav,3,1
17717,StutteringIsCool,60,4,StutteringIsCool_60_4.wav,2,
17718,StutteringIsCool,60,5,StutteringIsCool_60_5.wav,2,1
17719,StutteringIsCool,60,6,StutteringIsCool_60_6.wav,2,1
17723,StutteringIsCool,60,10,StutteringIsCool_60_10.wav,1,1
17729,StutteringIsCool,60,16,StutteringIsCool_60_16.wav,1,
17730,StutteringIsCool,60,17,StutteringIsCool_60_17.wav,1,
17731,StutteringIsCool,60,18,StutteringIsCool_60_18.wav,1,1
17733,StutteringIsCool,60,20,StutteringIsCool_60_20.wav,2,1
17735,StutteringIsCool,60,22,StutteringIsCool_60_22.wav,2,
17736,StutteringIsCool,60,23,StutteringIsCool_60_23.wav,1,
17749,StutteringIsCool,60,36,StutteringIsCool_60_36.wav,1,
17750,StutteringIsCool,60,37,StutteringIsCool_60_37.wav,1,
17752,StutteringIsCool,60,39,StutteringIsCool_60_39.wav,1,
17753,StutteringIsCool,61,0,StutteringIsCool_61_0.wav,3,1
17755,StutteringIsCool,61,2,StutteringIsCool_61_2.wav,2,1
17758,StutteringIsCool,61,5,StutteringIsCool_61_5.wav,3,1
17764,StutteringIsCool,61,11,StutteringIsCool_61_11.wav,3,
17765,StutteringIsCool,61,12,StutteringIsCool_61_12.wav,2,1
17767,StutteringIsCool,61,14,StutteringIsCool_61_14.wav,1,
17768,StutteringIsCool,61,15,StutteringIsCool_61_15.wav,2,1
17770,StutteringIsCool,61,17,StutteringIsCool_61_17.wav,1,
17773,StutteringIsCool,61,20,StutteringIsCool_61_20.wav,1,
17784,StutteringIsCool,61,31,StutteringIsCool_61_31.wav,3,1
17787,StutteringIsCool,61,34,StutteringIsCool_61_34.wav,3,1
17788,StutteringIsCool,61,35,StutteringIsCool_61_35.wav,3,1
17793,StutteringIsCool,62,0,StutteringIsCool_62_0.wav,2,1
17794,StutteringIsCool,62,1,StutteringIsCool_62_1.wav,2,1
17798,StutteringIsCool,62,5,StutteringIsCool_62_5.wav,1,1
17800,StutteringIsCool,62,7,StutteringIsCool_62_7.wav,1,
17802,StutteringIsCool,62,9,StutteringIsCool_62_9.wav,3,1
17803,StutteringIsCool,62,10,StutteringIsCool_62_10.wav,1,
17811,StutteringIsCool,62,18,StutteringIsCool_62_18.wav,2,1
17815,StutteringIsCool,62,22,StutteringIsCool_62_22.wav,1,
17816,StutteringIsCool,62,23,StutteringIsCool_62_23.wav,1,
17817,StutteringIsCool,62,24,StutteringIsCool_62_24.wav,1,
17818,StutteringIsCool,62,25,StutteringIsCool_62_25.wav,3,1
17822,StutteringIsCool,62,29,StutteringIsCool_62_29.wav,3,1
17824,StutteringIsCool,62,31,StutteringIsCool_62_31.wav,1,
17829,StutteringIsCool,62,36,StutteringIsCool_62_36.wav,1,
17830,StutteringIsCool,62,37,StutteringIsCool_62_37.wav,3,1
17832,StutteringIsCool,62,39,StutteringIsCool_62_39.wav,1,
17838,StutteringIsCool,63,5,StutteringIsCool_63_5.wav,2,
17839,StutteringIsCool,63,6,StutteringIsCool_63_6.wav,3,1
17840,StutteringIsCool,63,7,StutteringIsCool_63_7.wav,2,1
17842,StutteringIsCool,63,9,StutteringIsCool_63_9.wav,2,
17844,StutteringIsCool,63,11,StutteringIsCool_63_11.wav,1,
17850,StutteringIsCool,63,17,StutteringIsCool_63_17.wav,1,
17851,StutteringIsCool,63,18,StutteringIsCool_63_18.wav,1,
17852,StutteringIsCool,63,19,StutteringIsCool_63_19.wav,1,
17855,StutteringIsCool,63,22,StutteringIsCool_63_22.wav,2,1
17856,StutteringIsCool,63,23,StutteringIsCool_63_23.wav,3,1
17859,StutteringIsCool,63,26,StutteringIsCool_63_26.wav,1,
17861,StutteringIsCool,63,28,StutteringIsCool_63_28.wav,2,1
17864,StutteringIsCool,63,31,StutteringIsCool_63_31.wav,1,1
17870,StutteringIsCool,63,37,StutteringIsCool_63_37.wav,3,1
17871,StutteringIsCool,63,38,StutteringIsCool_63_38.wav,3,1
17873,StutteringIsCool,64,0,StutteringIsCool_64_0.wav,3,1
17874,StutteringIsCool,64,1,StutteringIsCool_64_1.wav,3,1
17876,StutteringIsCool,64,3,StutteringIsCool_64_3.wav,2,1
17877,StutteringIsCool,64,4,StutteringIsCool_64_4.wav,2,1
17878,StutteringIsCool,64,5,StutteringIsCool_64_5.wav,3,1
17882,StutteringIsCool,64,9,StutteringIsCool_64_9.wav,3,1
17887,StutteringIsCool,64,14,StutteringIsCool_64_14.wav,3,1
17892,StutteringIsCool,64,19,StutteringIsCool_64_19.wav,1,
17895,StutteringIsCool,64,22,StutteringIsCool_64_22.wav,3,1
17896,StutteringIsCool,64,23,StutteringIsCool_64_23.wav,1,
17904,StutteringIsCool,64,31,StutteringIsCool_64_31.wav,1,
17907,StutteringIsCool,64,34,StutteringIsCool_64_34.wav,1,
17911,StutteringIsCool,64,38,StutteringIsCool_64_38.wav,1,1
17945,StutteringIsCool,65,32,StutteringIsCool_65_32.wav,1,
17955,StutteringIsCool,66,2,StutteringIsCool_66_2.wav,1,1
17957,StutteringIsCool,66,4,StutteringIsCool_66_4.wav,1,
17958,StutteringIsCool,66,5,StutteringIsCool_66_5.wav,3,1
17960,StutteringIsCool,66,7,StutteringIsCool_66_7.wav,3,1
17962,StutteringIsCool,66,9,StutteringIsCool_66_9.wav,3,1
17963,StutteringIsCool,66,10,StutteringIsCool_66_10.wav,1,1
17965,StutteringIsCool,66,12,StutteringIsCool_66_12.wav,3,1
17966,StutteringIsCool,66,13,StutteringIsCool_66_13.wav,1,
17967,StutteringIsCool,66,14,StutteringIsCool_66_14.wav,3,1
17970,StutteringIsCool,66,17,StutteringIsCool_66_17.wav,2,1
17971,StutteringIsCool,66,18,StutteringIsCool_66_18.wav,2,
17972,StutteringIsCool,66,19,StutteringIsCool_66_19.wav,3,
17973,StutteringIsCool,66,20,StutteringIsCool_66_20.wav,3,1
17975,StutteringIsCool,66,22,StutteringIsCool_66_22.wav,3,1
17976,StutteringIsCool,66,23,StutteringIsCool_66_23.wav,1,
17982,StutteringIsCool,66,29,StutteringIsCool_66_29.wav,3,1
17983,StutteringIsCool,66,30,StutteringIsCool_66_30.wav,1,
17984,StutteringIsCool,66,31,StutteringIsCool_66_31.wav,1,
17985,StutteringIsCool,66,32,StutteringIsCool_66_32.wav,3,1
17986,StutteringIsCool,66,33,StutteringIsCool_66_33.wav,3,1
17987,StutteringIsCool,66,34,StutteringIsCool_66_34.wav,3,1
17988,StutteringIsCool,66,35,StutteringIsCool_66_35.wav,2,1
17989,StutteringIsCool,66,36,StutteringIsCool_66_36.wav,2,1
17992,StutteringIsCool,66,39,StutteringIsCool_66_39.wav,3,1
17997,StutteringIsCool,67,4,StutteringIsCool_67_4.wav,1,
18000,StutteringIsCool,67,7,StutteringIsCool_67_7.wav,3,1
18001,StutteringIsCool,67,8,StutteringIsCool_67_8.wav,1,
18002,StutteringIsCool,67,9,StutteringIsCool_67_9.wav,2,1
18022,StutteringIsCool,67,29,StutteringIsCool_67_29.wav,2,1
18023,StutteringIsCool,67,30,StutteringIsCool_67_30.wav,2,1
18025,StutteringIsCool,67,32,StutteringIsCool_67_32.wav,2,
18027,StutteringIsCool,67,34,StutteringIsCool_67_34.wav,1,
18028,StutteringIsCool,67,35,StutteringIsCool_67_35.wav,2,1
18032,StutteringIsCool,67,39,StutteringIsCool_67_39.wav,3,1
18033,StutteringIsCool,68,0,StutteringIsCool_68_0.wav,3,
18034,StutteringIsCool,68,1,StutteringIsCool_68_1.wav,3,1
18037,StutteringIsCool,68,4,StutteringIsCool_68_4.wav,1,
18039,StutteringIsCool,68,6,StutteringIsCool_68_6.wav,1,1
18040,StutteringIsCool,68,7,StutteringIsCool_68_7.wav,2,1
18046,StutteringIsCool,68,13,StutteringIsCool_68_13.wav,2,1
18048,StutteringIsCool,68,15,StutteringIsCool_68_15.wav,2,1
18056,StutteringIsCool,68,23,StutteringIsCool_68_23.wav,2,
18061,StutteringIsCool,68,28,StutteringIsCool_68_28.wav,2,
18062,StutteringIsCool,68,29,StutteringIsCool_68_29.wav,3,1
18065,StutteringIsCool,68,32,StutteringIsCool_68_32.wav,1,
18066,StutteringIsCool,68,33,StutteringIsCool_68_33.wav,1,
18069,StutteringIsCool,68,36,StutteringIsCool_68_36.wav,1,1
18071,StutteringIsCool,68,38,StutteringIsCool_68_38.wav,3,
18074,StutteringIsCool,69,1,StutteringIsCool_69_1.wav,1,
18076,StutteringIsCool,69,3,StutteringIsCool_69_3.wav,2,
18077,StutteringIsCool,69,4,StutteringIsCool_69_4.wav,1,
18078,StutteringIsCool,69,5,StutteringIsCool_69_5.wav,2,1
18079,StutteringIsCool,69,6,StutteringIsCool_69_6.wav,2,1
18082,StutteringIsCool,69,9,StutteringIsCool_69_9.wav,3,1
18085,StutteringIsCool,69,12,StutteringIsCool_69_12.wav,1,
18086,StutteringIsCool,69,13,StutteringIsCool_69_13.wav,3,1
18087,StutteringIsCool,69,14,StutteringIsCool_69_14.wav,2,1
18088,StutteringIsCool,69,15,StutteringIsCool_69_15.wav,2,1
18089,StutteringIsCool,69,16,StutteringIsCool_69_16.wav,3,1
18091,StutteringIsCool,69,18,StutteringIsCool_69_18.wav,2,
18092,StutteringIsCool,69,19,StutteringIsCool_69_19.wav,3,1
18093,StutteringIsCool,69,20,StutteringIsCool_69_20.wav,2,1
18094,StutteringIsCool,69,21,StutteringIsCool_69_21.wav,2,
18095,StutteringIsCool,69,22,StutteringIsCool_69_22.wav,3,1
18098,StutteringIsCool,69,25,StutteringIsCool_69_25.wav,1,
18101,StutteringIsCool,69,28,StutteringIsCool_69_28.wav,3,1
18102,StutteringIsCool,69,29,StutteringIsCool_69_29.wav,1,1
18103,StutteringIsCool,69,30,StutteringIsCool_69_30.wav,2,1
18105,StutteringIsCool,69,32,StutteringIsCool_69_32.wav,3,1
18106,StutteringIsCool,69,33,StutteringIsCool_69_33.wav,2,1
18108,StutteringIsCool,69,35,StutteringIsCool_69_35.wav,2,1
18110,StutteringIsCool,69,37,StutteringIsCool_69_37.wav,3,1
18118,StutteringIsCool,70,5,StutteringIsCool_70_5.wav,2,1
18154,StutteringIsCool,71,1,StutteringIsCool_71_1.wav,2,
18159,StutteringIsCool,71,6,StutteringIsCool_71_6.wav,3,
18163,StutteringIsCool,71,10,StutteringIsCool_71_10.wav,3,1
18170,StutteringIsCool,71,17,StutteringIsCool_71_17.wav,1,
18172,StutteringIsCool,71,19,StutteringIsCool_71_19.wav,1,
18174,StutteringIsCool,71,21,StutteringIsCool_71_21.wav,3,1
18178,StutteringIsCool,71,25,StutteringIsCool_71_25.wav,2,1
18182,StutteringIsCool,71,29,StutteringIsCool_71_29.wav,3,1
18192,StutteringIsCool,71,39,StutteringIsCool_71_39.wav,1,
18195,StutteringIsCool,72,2,StutteringIsCool_72_2.wav,1,1
18198,StutteringIsCool,72,5,StutteringIsCool_72_5.wav,2,1
18199,StutteringIsCool,72,6,StutteringIsCool_72_6.wav,3,1
18200,StutteringIsCool,72,7,StutteringIsCool_72_7.wav,3,1
18204,StutteringIsCool,72,11,StutteringIsCool_72_11.wav,3,1
18209,StutteringIsCool,72,16,StutteringIsCool_72_16.wav,3,1
18221,StutteringIsCool,72,28,StutteringIsCool_72_28.wav,1,1
18223,StutteringIsCool,72,30,StutteringIsCool_72_30.wav,2,1
18224,StutteringIsCool,72,31,StutteringIsCool_72_31.wav,1,1
18229,StutteringIsCool,72,36,StutteringIsCool_72_36.wav,1,
18233,StutteringIsCool,73,0,StutteringIsCool_73_0.wav,1,
18237,StutteringIsCool,73,4,StutteringIsCool_73_4.wav,3,1
18238,StutteringIsCool,73,5,StutteringIsCool_73_5.wav,1,1
18248,StutteringIsCool,73,15,StutteringIsCool_73_15.wav,1,
18249,StutteringIsCool,73,16,StutteringIsCool_73_16.wav,3,1
18253,StutteringIsCool,73,20,StutteringIsCool_73_20.wav,2,
18263,StutteringIsCool,73,30,StutteringIsCool_73_30.wav,3,
18264,StutteringIsCool,73,31,StutteringIsCool_73_31.wav,3,1
18266,StutteringIsCool,73,33,StutteringIsCool_73_33.wav,1,1
18271,StutteringIsCool,73,38,StutteringIsCool_73_38.wav,3,1
18272,StutteringIsCool,73,39,StutteringIsCool_73_39.wav,2,1
18274,StutteringIsCool,74,1,StutteringIsCool_74_1.wav,1,
18278,StutteringIsCool,74,5,StutteringIsCool_74_5.wav,2,
18282,StutteringIsCool,74,9,StutteringIsCool_74_9.wav,2,1
18285,StutteringIsCool,74,12,StutteringIsCool_74_12.wav,2,
18289,StutteringIsCool,74,16,StutteringIsCool_74_16.wav,1,1
18291,StutteringIsCool,74,18,StutteringIsCool_74_18.wav,1,1
18293,StutteringIsCool,74,20,StutteringIsCool_74_20.wav,3,1
18296,StutteringIsCool,74,23,StutteringIsCool_74_23.wav,2,1
18304,StutteringIsCool,74,31,StutteringIsCool_74_31.wav,1,
18308,StutteringIsCool,74,35,StutteringIsCool_74_35.wav,3,1
18316,StutteringIsCool,75,3,StutteringIsCool_75_3.wav,2,
18317,StutteringIsCool,75,4,StutteringIsCool_75_4.wav,3,1
18322,StutteringIsCool,75,9,StutteringIsCool_75_9.wav,3,1
18325,StutteringIsCool,75,12,StutteringIsCool_75_12.wav,2,1
18327,StutteringIsCool,75,14,StutteringIsCool_75_14.wav,2,1
18329,StutteringIsCool,75,16,StutteringIsCool_75_16.wav,1,1
18330,StutteringIsCool,75,17,StutteringIsCool_75_17.wav,3,1
18331,StutteringIsCool,75,18,StutteringIsCool_75_18.wav,1,
18333,StutteringIsCool,75,20,StutteringIsCool_75_20.wav,3,1
18336,StutteringIsCool,75,23,StutteringIsCool_75_23.wav,2,1
18337,StutteringIsCool,75,24,StutteringIsCool_75_24.wav,3,1
18339,StutteringIsCool,75,26,StutteringIsCool_75_26.wav,1,
18346,StutteringIsCool,75,33,StutteringIsCool_75_33.wav,1,
18350,StutteringIsCool,75,37,StutteringIsCool_75_37.wav,3,1
18351,StutteringIsCool,75,38,StutteringIsCool_75_38.wav,2,
18352,StutteringIsCool,75,39,StutteringIsCool_75_39.wav,3,
18354,StutteringIsCool,76,1,StutteringIsCool_76_1.wav,2,1
18356,StutteringIsCool,76,3,StutteringIsCool_76_3.wav,2,1
18357,StutteringIsCool,76,4,StutteringIsCool_76_4.wav,3,1
18359,StutteringIsCool,76,6,StutteringIsCool_76_6.wav,3,1
18362,StutteringIsCool,76,9,StutteringIsCool_76_9.wav,3,1
18363,StutteringIsCool,76,10,StutteringIsCool_76_10.wav,2,1
18364,StutteringIsCool,76,11,StutteringIsCool_76_11.wav,2,1
18366,StutteringIsCool,76,13,StutteringIsCool_76_13.wav,2,
18368,StutteringIsCool,76,15,StutteringIsCool_76_15.wav,2,1
18369,StutteringIsCool,76,16,StutteringIsCool_76_16.wav,2,1
18370,StutteringIsCool,76,17,StutteringIsCool_76_17.wav,3,1
18373,StutteringIsCool,76,20,StutteringIsCool_76_20.wav,2,1
18376,StutteringIsCool,76,23,StutteringIsCool_76_23.wav,1,
18380,StutteringIsCool,76,27,StutteringIsCool_76_27.wav,2,1
18381,StutteringIsCool,76,28,StutteringIsCool_76_28.wav,3,1
18382,StutteringIsCool,76,29,StutteringIsCool_76_29.wav,2,1
18386,StutteringIsCool,76,33,StutteringIsCool_76_33.wav,3,1
18389,StutteringIsCool,76,36,StutteringIsCool_76_36.wav,2,1
18390,StutteringIsCool,76,37,StutteringIsCool_76_37.wav,3,1
18391,StutteringIsCool,76,38,StutteringIsCool_76_38.wav,3,1
18392,StutteringIsCool,76,39,StutteringIsCool_76_39.wav,3,1
18396,StutteringIsCool,77,3,StutteringIsCool_77_3.wav,3,
18397,StutteringIsCool,77,4,StutteringIsCool_77_4.wav,3,1
18398,StutteringIsCool,77,5,StutteringIsCool_77_5.wav,2,1
18399,StutteringIsCool,77,6,StutteringIsCool_77_6.wav,2,
18402,StutteringIsCool,77,9,StutteringIsCool_77_9.wav,3,1
18403,StutteringIsCool,77,10,StutteringIsCool_77_10.wav,3,1
18405,StutteringIsCool,77,12,StutteringIsCool_77_12.wav,1,
18406,StutteringIsCool,77,13,StutteringIsCool_77_13.wav,1,
18408,StutteringIsCool,77,15,StutteringIsCool_77_15.wav,1,
18412,StutteringIsCool,77,19,StutteringIsCool_77_19.wav,1,1
18413,StutteringIsCool,77,20,StutteringIsCool_77_20.wav,3,1
18415,StutteringIsCool,77,22,StutteringIsCool_77_22.wav,1,
18417,StutteringIsCool,77,24,StutteringIsCool_77_24.wav,1,
18418,StutteringIsCool,77,25,StutteringIsCool_77_25.wav,3,1
18421,StutteringIsCool,77,28,StutteringIsCool_77_28.wav,1,
18425,StutteringIsCool,77,32,StutteringIsCool_77_32.wav,1,1
18430,StutteringIsCool,77,37,StutteringIsCool_77_37.wav,2,
18432,StutteringIsCool,77,39,StutteringIsCool_77_39.wav,2,1
18439,StutteringIsCool,78,6,StutteringIsCool_78_6.wav,3,1
18440,StutteringIsCool,78,7,StutteringIsCool_78_7.wav,2,1
18441,StutteringIsCool,78,8,StutteringIsCool_78_8.wav,3,1
18443,StutteringIsCool,78,10,StutteringIsCool_78_10.wav,2,1
18448,StutteringIsCool,78,15,StutteringIsCool_78_15.wav,1,1
18449,StutteringIsCool,78,16,StutteringIsCool_78_16.wav,2,1
18450,StutteringIsCool,78,17,StutteringIsCool_78_17.wav,3,1
18454,StutteringIsCool,78,21,StutteringIsCool_78_21.wav,1,
18455,StutteringIsCool,78,22,StutteringIsCool_78_22.wav,3,1
